,0
Discord___The Living Tombstone,
Crazy___Makeout,
Always___Isak Danielson,
Reaching Out___Dillon Francis,
Aao Milo Chalo___Pritam,
Nannu Kottakuro___R. P. Patnaik,
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")___P!nk",
You Oughta Know - Rock___Our Last Night,
Blackened___Metallica,
Kal Ki Hi Baat Hai___Pritam,
Adisa Babba___Mano,
Something's about to go down___Anti Up,
U.N.I.___Ed Sheeran,
winterglow___Elior,
End of Time___K-391,
Headlights (feat. KIDDO)___Alok,
Linked___Jim Yosef,
Don’t Break My Heart___The Weeknd,
'Till I Collapse___Eminem,
Black And White___Niall Horan,
Into You___Matisse & Sadko,
Do I Wanna Know?___Arctic Monkeys,
Tum Se Hi (Instrumental)___Pritam,
What Comes Next?___Jonathan Groff,
Pocket Full Of Gold___American Authors,
Cut The Line___Papa Roach,
Princess of China___Coldplay,
This Is What It Feels Like___Armin van Buuren,
cantina band ~ star wars lofi___Closed on Sunday,
My Shot___Lin-Manuel Miranda,
It Ain't Me (with Selena Gomez)___Kygo,
C'est Cuit (feat. Aya Nakamura & Swae Lee) - Major Lazer VIP Remix___Major Lazer,
traitor___Olivia Rodrigo,
I Will Wait___Mumford & Sons,
bad guy___Billie Eilish,
Never Let You Go (feat. John Newman)___Kygo,
Supermarket Flowers___Ed Sheeran,
Sweet but Psycho___Ava Max,
You'll Be Back___Jonathan Groff,
[Chali]___Linkin Park,
Saturday Sun___Vance Joy,
The Godfather___Berg,
Here Goes Nothing___Michael Schulte,
Intentions___Justin Bieber,
Zanarkand___Nobuo Uematsu,
Streets of Philadelphia - Single Edit___Bruce Springsteen,
California (There Is No End To Love)___U2,
Go Big Or Go Home___American Authors,
Tera Ghata___Gajendra Verma,
"Let Me Go (with Alesso, Florida Georgia Line & watt)___Hailee Steinfeld",
Ee Hridayam___A.R. Rahman,
Lean On___Major Lazer,
She Looks So Perfect___5 Seconds of Summer,
Somebody___The Chainsmokers,
You Are The Reason___Calum Scott,
incursione___Yugo Kanno,
Broken___Patrick Watson,
Under The Knife___Rise Against,
you broke me first___Dash Berlin,
Feel Good___Felix Jaehn,
Miss You___Tungevaag,
"Akhiyan Udeek Diyan (From ""Shiddat"")___Master Saleem",
Morning (From 'Naruto')___L'Orchestra Numerique,
Without Love___Bon Jovi,
Bad Things (with Camila Cabello)___Machine Gun Kelly,
Warriors___Imagine Dragons,
Enemy___Papa Roach,
Love Is Gone___SLANDER,
Wiggle (feat. Snoop Dogg)___Jason Derulo,
I See You___ILLENIUM,
Papa Rita___S. P. Balasubrahmanyam,
Winter Warmth___Jordy Chandra,
Black Chandelier___Biffy Clyro,
she's all yours___Loote,
Peene Lage Ho___Rohanpreet Singh,
Yorktown (The World Turned Upside Down)___Original Broadway Cast of Hamilton,
Silhouette___Owl City,
FEELING GUD___NGHTMRE,
Nothing Left To Say / Rocks - Medley___Imagine Dragons,
I Remember You___Skid Row,
Say You Won't Let Go___James Arthur,
Losing You___Aquilo,
Use Somebody___Kings of Leon,
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)___Rudimental",
Silence___Before You Exit,
Misery Business___Paramore,
Barricade - Bonus Track___Axwell,
Hold Tight___Josha Daniel,
Yellow Ferrari___The Toxic Avenger,
The Years (Prologue)___The Midnight,
Heaven Knows___Five For Fighting,
Where Are Ü Now (with Justin Bieber)___Jack Ü,
21___Gracie Abrams,
Secret Base but is it okay if it's lofi?___Kijugo,
Take Me Home - Tiësto Remix___Jess Glynne,
Magenta Riddim___DJ Snake,
1Stp Klosr (The Humble Brothers Reanimation) [feat. Jonathan Davis]___Linkin Park,
North Memphis___Pharmacist,
Wait for It___Leslie Odom Jr.,
ここではないどこか___Yutaka Yamada,
Mansion___Calvin Harris,
The Unforgiven___Metallica,
Good Example (with Andy Grammer)___R3HAB,
"Eppudu Padithe (From ""Bari"")___Aishwarya",
Thunder - Live/Acoustic___Imagine Dragons,
Date 2___RADWIMPS,
Face of Pain___Fear Of Domination,
Thunder / Young Dumb & Broke (with Khalid) - Medley___Imagine Dragons,
Maybe Don't (feat. JP Saxe)___Maisie Peters,
All Around the World (La La La)___R3HAB,
West Coast___Imagine Dragons,
Never Say Never___The Fray,
Bad Medicine___Bon Jovi,
Falling Up - Piano Acoustic___Dean Lewis,
Chandelier___Sia,
Nightwhisper___Jody Wisternoff,
Body & Soul___IFEELU,
I'm Not Alone - 2019 Edit___Calvin Harris,
Ze Willen Mee___Hardwell,
Drown___Dabin,
Phantom Regret by Jim___The Weeknd,
I'm a Mess___Bebe Rexha,
Fly High but is it okay if it's lofi?___Kijugo,
S.T.A.Y.___Hans Zimmer,
Minds Traversed___Spirits Of Our Dreams,
What I Like About You (feat. Theresa Rex)___Jonas Blue,
LEMONHEAD___Kid Bloom,
Crazy Kids___Kesha,
CASTLE OF GLASS___Linkin Park,
Renegade___Axwell /\ Ingrosso,
I Heard You’re Married (feat. Lil Wayne)___The Weeknd,
Kill The Lights (Mix Cut) - Audien Remix___Alex Newell,
Sleepy Eyes___Elohim,
Good Feeling___Flo Rida,
NYC/Night Time___Erik Reno,
Dragon (feat. Skybourne)___Built By Titan,
Stream Of Consciousness___Coherent Energy,
A New Beginning___Carufo,
Numb___Linkin Park,
Just Give Me a Reason (feat. Nate Ruess)___P!nk,
"Dear Maria, Count Me In___All Time Low",
cha la head cha la ~ dragon ball z lofi___Closed on Sunday,
Fix You - Live___Coldplay,
Gonna Love Ya___Avicii,
Ad Absurdum___laqueus,
if this is the last time___LANY,
Numbers___The Cab,
Release___Imagine Dragons,
Torches___Aimer,
Miracle Mile___Cold War Kids,
Hall of Fame (feat. will.i.am)___The Script,
Get Low (with Liam Payne)___Zedd,
Let's Fall in Love for the Night___FINNEAS,
Call of Silence___Hiroyuki Sawano,
I Can't Fall in Love Without You___Zara Larsson,
Bruises___Lewis Capaldi,
"Vaasivaadi Tassadiyyaa (From ""Bangarraju"")___Anup Rubens",
Last Train Home___John Mayer,
Facing the Sun___Fritz Kalkbrenner,
You Are My Mla___Dhanunjay Seepana,
Iridescence___G Mills,
Still Swingin'___Papa Roach,
Give Me Some Sunshine___Suraj Jagan,
Best Day Of My Life___American Authors,
august___Taylor Swift,
Periscope (feat. Skylar Grey)___Papa Roach,
Solo (feat. Demi Lovato) - Wideboys Remix___Clean Bandit,
"thank u, next___Ariana Grande",
Hurts Like Heaven___Coldplay,
oui___Jeremih,
"Mi héroe, mi amigo___Duolingo Spanish Podcast",
Tose Naina___Arijit Singh,
The Wrong Direction___Passenger,
LOST IN THE ECHO___Linkin Park,
Flangosh___Luuk Van Dijk,
So I Met Someone___VHS Collection,
2002___Anne-Marie,
Missing You___All Time Low,
Theme of Blood Blockade Battlefront___Taisei Iwasaki,
In The Zone Noise___Zone Out,
Sexy And I Know It___LMFAO,
Underwater___Cody Simpson,
Gaia___Vini Vici,
What I've Done___Linkin Park,
All The Lies___Alok,
find your way___San Holo,
From the Inside___Linkin Park,
Where We Started___Lost Sky,
Yugen___Chasing Mirrors,
Love Not Lovers___The Script,
Love You Like A Love Song___Selena Gomez & The Scene,
Frgt/10 (Alchemist Reanimation) [feat. Chali 2na]___Linkin Park,
Fight Song___Rachel Platten,
Thayya Thayya___Sukhwinder Singh,
drivers license___Olivia Rodrigo,
Simply Put___Bakai,
The Wire___HAIM,
Money Run Low___The Score,
Satisfied___Renée Elise Goldsberry,
Magnets___Disclosure,
Beautiful People (feat. Khalid)___Ed Sheeran,
Last Resort___Papa Roach,
Put Your Hands On My ____ (feat. Saucy Santana) - Original Phonk Version___R3HAB,
Hold The Line (feat. A R I Z O N A)___Avicii,
Alive___Ytram,
Nothing Else Matters___TRESOR,
Dear Theodosia___Leslie Odom Jr.,
Depth of Mind___Pásztor Bernadett,
Sign of the Times___Harry Styles,
Hold On (The Break)___Walk Off the Earth,
Kaikai Kitan but is it okay if it's lofi?___Kijugo,
Falling___Diviners,
Better Than Today___Rhys Lewis,
I Don't Know Why___NOTD,
Emerald and Stone___Brian Eno,
Say It - Illenium Remix___Flume,
AOGIRI___Yutaka Yamada,
Ocean (feat. Khalid)___Martin Garrix,
Zaroorat___Mustafa Zahid,
Jaamurathiri___S. P. Balasubrahmanyam,
Close To The Sun___TheFatRat,
To Infinity___Platinum Beats,
The Nights___Avicii,
Violet Hill___Coldplay,
Who Do You Love - R3HAB Remix___The Chainsmokers,
Shallow___Lady Gaga,
Missing Piece___Vance Joy,
Hurts So Good - Broiler Remix___Astrid S,
Wolves___Selena Gomez,
Urvashi Urvashi___A.R. Rahman,
Regen und Donner___BLITZ,
Something New___Damian Rausch,
Change My World (feat. Sam Martin)___AVIRA,
"Darling (From ""Ondraga Originals"")___Karthik",
Fikar Not___Pritam,
Same Direction___Hoobastank,
Sad Boy (feat. Ava Max & Kylie Cantrall) - Club Remix___R3HAB,
ALL OUT!!___Yasuharu Takanashi,
So Far Away (feat. Jamie Scott & Romy Dya) - TV Noise Remix___Martin Garrix,
Breakeven___The Script,
United___Armin van Buuren,
Singarala___S. P. Balasubrahmanyam,
Distorted Light Beam - CamelPhat Remix___Bastille,
The Voice in My Heart___Evan Call,
Matargashti___Mohit Chauhan,
Without Me___Halsey,
I Forgot That You Existed___Taylor Swift,
Trust the Winds___Northern Lights,
Hate The Other Side (with Marshmello & The Kid Laroi)___Juice WRLD,
When We Were Young___Lost Kings,
Only One I Need___William Black,
"unravel (from ""Tokyo Ghoul"") - Piano Arrangement___HalcyonMusic",
Roaring Tides___Kokei,
The Man Who Can't Be Moved___The Script,
White Noise Retreat___Noise Retreat,
One Love (feat. Estelle)___David Guetta,
"Week 6, Day 1: Introduction to Resilience___Athlete's Mindset",
No Sleep - Unplugged Mix___Maor Levi,
Labyrinth___Direct,
Battle Born___Five Finger Death Punch,
Carry Me Home (feat. Jake Reese)___KSHMR,
The Way I Am___Gavin Haley,
Runaway (with Sigala & JP Cooper)___R3HAB,
Novocaine___Fall Out Boy,
Again___Sasha Alex Sloan,
All Comes Back to You___R3HAB,
Really Gone___CHVRCHES,
Under Your Skin___Seeb,
Everyone Changes___Kodaline,
L's Theme (Death Note)___Guitarrista de Atena,
Coastin'___Sol Rising,
Stay___The Score,
Just the Way You Are___Bruno Mars,
Cry___Gryffin,
Lifetime (with Ty Dolla $ign & 070 Shake)___Swedish House Mafia,
In My Veins - Feat. Erin Mccarley___Andrew Belle,
Strong and Strike___Guitarrista de Atena,
High Speed___Coldplay,
Fourth Of July___Fall Out Boy,
If You Love Her___Forest Blakk,
Yuregine Deprem___Ali Kuru,
Into You - 3LAU Remix___Ariana Grande,
Shed a Light___Robin Schulz,
Slowing Down___The Tides,
Every Angel is Terrifying___The Weeknd,
Endlessly___The Cab,
Dilko Tumse Pyar Hua___Roop Kumar Rathod,
Whatever It Takes - Live/Acoustic___Imagine Dragons,
Gold - Jorgen Odegard Remix___Imagine Dragons,
Somebody To Use - Toxic Mix___Alesso,
Lean On Me___Cheat Codes,
REMEDY___Alesso,
Make It To Me___Sam Smith,
mirrorball___Taylor Swift,
Papercut___Linkin Park,
White Noise 550Hz___White Noise Fellahs,
How Would I Know___Kygo,
Sparks Fly___Taylor Swift,
Hear Me___Imagine Dragons,
You Got The Love___Never Sleeps,
Diamond Heart___Alan Walker,
Holier Than Thou___Metallica,
Electric Elephants___Jay Hardway,
Changes___Lauv,
Clarity___Zedd,
Sirivennela - Female Version___Mickey J. Meyer,
Firework___Katy Perry,
I'm Not Okay (I Promise)___My Chemical Romance,
The One___Kodaline,
YOUTH - Gryffin Remix___Troye Sivan,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)___Taylor Swift,
Stay Young___Mike Perry,
Water___Josha Daniel,
Ocean Drive___Duke Dumont,
Energy___Elektronomia,
Not Ok___Kygo,
In Your Arms (with X Ambassadors)___ILLENIUM,
Miss You a Little (feat. lovelytheband) - Niiko x SWAE Remix___Bryce Vine,
Dive___Hot Shade,
C Lydian___Alkemie,
Rise Up___TheFatRat,
Pure Air___Calil,
Sittharala Sirapadu___Sooranna,
Points of Authority___Linkin Park,
Animal___Neon Trees,
Turn It Up - Extended Mix___Armin van Buuren,
Calling (Lose My Mind) - Radio Edit___Sebastian Ingrosso,
Hardwired___Metallica,
Honest___Kodaline,
Atlantis___Seafret,
光るなら___Goose house,
Nothing Stopping Me___Vicetone,
Amplifier___Imran Khan,
Skipping Stones___Dan Reynolds,
All Your Days___Shallou,
Fallingforyou___The 1975,
Spirited Away (One Summer's Day)___Kato,
Pictures Of You___The Cure,
Departure but is it okay if it's lofi?___Kijugo,
Twinkle Twinkle Little Star with Mountain Stream of Calm (Classical Piano Instrumental)___Lullabies In Nature,
メインテーマ___前口渉,
Relaxation___Muzraeli,
O Gujariya___Shefali Alvares,
"Akhanda - Title Song (From ""Akhanda"")___Shankar Mahadevan",
House With No Mirrors___Sasha Alex Sloan,
My Friend Of Misery___Metallica,
PVZ but is it okay if it's lofi?___Kijugo,
Close As Strangers___5 Seconds of Summer,
Adventure Time but is it okay if it's lofi?___Kijugo,
How Deep Is Your Love___Calvin Harris,
Kamado Tanjiro no Uta - Remix___Rifti Beats,
YDLMA___The Chain Gang Of 1974,
Mukabala Mukabala___Mano,
H! Vltg3 (Evidence Reanimation) [feat. Pharoahe Monch and DJ Babu]___Linkin Park,
Cancer___Twenty One Pilots,
Sleepwalking___Bring Me The Horizon,
Shivers___Ed Sheeran,
Rise of Shyam___Anurag Kulkarni,
Shake That___Eminem,
I Write Sins Not Tragedies___Panic! At The Disco,
Happy Now (with Anna Hamilton)___Joel Blackmon,
Nothing Like Us___Justin Bieber,
Working For It___ZHU x Skrillex x THEY.,
"My Heart Will Go On - Love Theme from ""Titanic""___Céline Dion",
The Story of Tonight - Reprise___Okieriete Onaodowan,
Forever___Martin Garrix,
Pure Luck___Ninajirachi,
Alive___R3HAB,
This Time Is Right (N3WPORT Remix)___CVBZ,
Symphonicsuite (Aot) Part2-6th: Thanksat___Hiroyuki Sawano,
Song For Someone - From Acoustic Sessions___U2,
Vellipomaake___Sid Sriram,
Plus Ultra___Yuki Hayashi,
Where My Love Goes___Lawson,
Without You___Mike Williams,
Nevada___Vicetone,
Lost Cause___Billie Eilish,
Floating___Alma Meris,
Memories___LJ MASE,
Mountains___SAINT PHNX,
Let Her Go___Passenger,
Paris___The Chainsmokers,
Um Brinde pra Nós - R3HAB Edit___Hungria Hip Hop,
"Thor: The Dark World - From ""Thor: The Dark World""/Score___Brian Tyler",
What Hurts The Most___Rascal Flatts,
Greyhound___Swedish House Mafia,
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)___Taylor Swift,
bellyache___Billie Eilish,
Fade Out___VHS Collection,
"Bekhayali (From ""Kabir Singh"")___Sachet Tandon",
Tara___Mickey J. Meyer,
Violet's Letter___Evan Call,
Dreaming - Ethereal Piano___Celinia,
Stay (feat. Maty Noyes)___Kygo,
Say Something___Kodaline,
Thirty Eight___The Ivy,
Be With You___Akon,
Don't Look Down (feat. Usher)___Martin Garrix,
Candles___Jon Hopkins,
Sexy Bitch (feat. Akon)___David Guetta,
Georgia___Vance Joy,
Lighters___Dimitri Vangelis & Wyman,
Ain't It Fun___Paramore,
One I've Been Missing___Little Mix,
Sunrise (feat. Jason Walker)___Kygo,
Letty___Brian Tyler,
Crash My Car___COIN,
Patience___Take That,
Rose Tinted Glasses___James TW,
Dirty Paws___Of Monsters and Men,
Eternal Self___Arush Mandal,
Moments Like This___The Afters,
Boavista___Klik & Frik,
Stronger (What Doesn't Kill You)___Kelly Clarkson,
Wires___The Neighbourhood,
Family___The Chainsmokers,
Lie___Shallou,
Clear___Miles Away,
Sign___VHS Collection,
Kaleidoscope___A Great Big World,
My Heart Goes (La Di Da) (feat. Topic)___Becky Hill,
Eren's Berserk Theme___Samuel Kim,
We Should Be Sorry___Axel Johansson,
Ocarina (The TomorrowWorld Anthem) (feat. Wolfpack) - Instrumental Mix___Dimitri Vegas & Like Mike,
Hokage's Funeral___Chasing Mirrors,
Talk to Me___Parachute,
Wafa Na Raas Aayee___Jubin Nautiyal,
The Messenger___Linkin Park,
Hold Back The River___James Bay,
Red (Taylor's Version)___Taylor Swift,
The Sound___The 1975,
LIKE I WOULD___ZAYN,
Circles___Post Malone,
Hold Me Close___Georgia Ku,
Young Summer___Tungevaag,
Quarter Past Midnight___Bastille,
Better Days (feat. KOOLKID)___The Him,
A Place for My Head___Linkin Park,
Hold Me Now___Qulinez,
Higher (feat. iann dior)___Clean Bandit,
Demons___Imagine Dragons,
Chills___Why Don't We,
Africa___TOTO,
Tum Mile___Pritam,
Ambient Final___Slowdonia,
Srivalli___Devi Sri Prasad,
The Portrait (Ooh La La)___R3HAB,
Euphrosyne___Arlette Leduc,
Sweet Mistake___KAAZE,
Dammit___blink-182,
At the Break of Dawn___Arion,
Dreamer - Nicky Romero Remix___Martin Garrix,
Most People (with Lukas Graham)___R3HAB,
Let It Be Me (feat. Ava Max)___David Guetta,
Feel Good Inc.___Gorillaz,
Memories (feat. Kid Cudi) - 2021 Remix___David Guetta,
How Tacos Work___Stuff You Should Know,
Naaloney Pongaynu___Harris Jayaraj,
I'm So Sick___Flyleaf,
Shed a Tear___Kodaline,
Bad Blood___Taylor Swift,
Stuck In Your Head___I Prevail,
Destiny - Acoustic Version___Markus Schulz,
Athey Nanne___Harris Jayaraj,
Somewhere I Belong___Linkin Park,
Up In The Air___Thirty Seconds To Mars,
Slowly Flying___BlunD,
Harehare Ya - Tik Tok___Tiểu Mao,
the movies___Nightly,
Nocturnal___The Midnight,
Haissa Item Paparo___Ravi Varma,
All of the Stars___Ed Sheeran,
Pranavalaya___Mickey J. Meyer,
I Don’t Wanna Live Forever (Fifty Shades Darker)___ZAYN,
How We Party___R3HAB,
Tell The World___Eric Hutchinson,
Face Down___The Red Jumpsuit Apparatus,
In the End___Kodaline,
Paper Thin___ILLENIUM,
Status Quo___Wavedash,
Everything Works Out in the End___Kodaline,
Genesis (Intro)___Zaeden,
Money In The Grave (Drake ft. Rick Ross)___Drake,
"10,000 Hours (with Justin Bieber)___Dan + Shay",
Iris___Mr FijiWiji,
Don't Forget Me___NIGHT TRAVELER,
Blue Adrian___369,
Dance Around It___Parachute,
Gentle Hands___Lars Sorensen,
Komorebi___Chasing Mirrors,
I Found A Girl___The Vamps,
legacy___node: project,
Hurts So Good___Astrid S,
What Goes Around.../...Comes Around (Interlude)___Justin Timberlake,
Don't Stop Me Now - Remastered 2011___Queen,
Save Myself___Ashe,
Down Down Duppa___Sooraj,
Kabhii Tumhhe___Javed-Mohsin,
This Time___Axwell /\ Ingrosso,
Only___Imagine Dragons,
Happier Than Ever___Billie Eilish,
Bade Achhe Lagte Hain___Amit Kumar,
Kaikaluru___Udit Narayan,
Welcome to My Life___Simple Plan,
Chameleon___PNAU,
Run This Town___JAY-Z,
Are you happy?___SHY Martin,
Breaking Me___Topic,
Polaroid___Imagine Dragons,
Dil Lutiya___Astreck,
Blue Bird___Edward Ong,
I Dare You___Kelly Clarkson,
P5hng Me A*wy (Mike Shinoda Reanimation) [feat. Stephen Richards]___Linkin Park,
Take a Walk___Passion Pit,
Knockout___Bon Jovi,
Oh My Love___The Score,
Krwlng (Mike Shinoda Reanimation) [feat. Aaron Lewis]___Linkin Park,
Tell Your Friends (feat. Loote)___The Him,
What We Live For___American Authors,
Holy Ground___Taylor Swift,
JaiHind Ki Senaa___Vikram Montrose,
Barricades___Kato,
Faded___Alan Walker,
Your Shirt___Chelsea Cutler,
Girls / Girls / Boys___Panic! At The Disco,
Sky High___Elektronomia,
All Too Well___Taylor Swift,
"Ready - Live from Irving Plaza, NYC, 4 Dec 2018___Kodaline",
Omae Wa Mou___Shayne Orok,
Fooling Mode (From 'Naruto')___Anime Kei,
Another Time___TWO LANES,
Given Up___Linkin Park,
The Reason___Hoobastank,
When I Was Your Man___Bruno Mars,
You’re Not Alone___Owl City,
Drive___OTR,
Stay (Blinkie Remix)___Cheat Codes,
Ae Mere Humsafar___Alka Yagnik,
Emotion Sickness___Said The Sky,
Kyon Hawa___Madan Mohan,
Treat You Better___Shawn Mendes,
A Million Miles Away___Rihanna,
Clocks___Coldplay,
The Final Judgement___SoulHealer,
君はヒーローになれる___Yuki Hayashi,
Oceans Away - Sam Feldt Remix___A R I Z O N A,
Not Alone___Linkin Park,
Blurry___Puddle Of Mudd,
I Won't Give Up___Jason Mraz,
We Weren't Born To Follow___Bon Jovi,
Kataware Doki but is it okay if it's lofi?___Kijugo,
Rebirth___Teenage Mutants,
animal crossing ~ new horizons lofi___Closed on Sunday,
Retrograde___Hardwell,
Don't You Worry Child - Radio Edit___Swedish House Mafia,
Younger - Kygo Remix___Seinabo Sey,
I'm Into You___Jennifer Lopez,
Khairiyat (Bonus Track)___Pritam,
Welcome to the Black Parade___My Chemical Romance,
Bangaru Kodi Petta___S. P. Balasubrahmanyam,
Second Chances___Imagine Dragons,
College___FINNEAS,
Kick Drums & Red Wine___The Midnight,
Give 'Em the Love___J+1,
Alone Together___Fall Out Boy,
Wanted Dead Or Alive___Bon Jovi,
Medicine___Daughter,
Past Life (with Selena Gomez)___Trevor Daniel,
Right Back___Khalid,
Yekkandayya Babu___S. P. Balasubrahmanyam,
Hell Froze Over___Kodaline,
Kadalalle___Sid Sriram,
Love You Twice___Lilla Vargen,
Lyrebird___Keira Conlon,
Tum Se Hi___Pritam,
Not Listening___Papa Roach,
We Are Young (feat. Janelle Monáe)___fun.,
Let It Rock___Bon Jovi,
Boomerang___Imagine Dragons,
Uptown Funk (feat. Bruno Mars)___Mark Ronson,
Senseless White Noise T___Thyyphoon,
85%___Loote,
Came Here for Love___Sigala,
Trampoline (with ZAYN)___SHAED,
Dance with Me Tonight___Olly Murs,
wish you were gay___Billie Eilish,
Never Forget You___Zara Larsson,
Irresistible___Fall Out Boy,
No More Dream___BTS,
Home___Gabrielle Aplin,
End Of All Time___Stars of Track and Field,
No Problem - Love Birds / Soundtrack Version___Apache Indian,
Goshintai___RADWIMPS,
Quadrants___Ookean,
Heatwave (feat. Akon)___Robin Schulz,
All My Friends___Kodaline,
Samidare but is it okay if it's lofi?___Kijugo,
A habit to avoid the herd mentality___The Habit Coach with Ashdin Doctor,
Tear Me Down (feat. Philip Rustad)___Davai,
Never Give Up My Fire___Ben Goldstein,
Club Can't Handle Me (feat. David Guetta)___Flo Rida,
Ye Tune Kya Kiya___Pritam,
Divine Virus - Instrumental___Essenger,
Hang On___NEEDTOBREATHE,
Mindset___Benjamin Martins,
Washed Up___Cheat Codes,
Saviour___Picture This,
Chak De India___Salim–Sulaiman,
Sweet Lovin' - Radio Edit___Sigala,
Can't Feel My Face - Martin Garrix Remix___The Weeknd,
To Die For___Kygo,
Thinking out Loud___Ed Sheeran,
Edo Edo___Mickey J. Meyer,
Outside (feat. Ellie Goulding)___Calvin Harris,
Ocean___Parachute,
Adventure of a Lifetime___Coldplay,
Believer - Kaskade Remix___Imagine Dragons,
Nadaka Kalisina___S. P. Balasubrahmanyam,
The Adams Administration___Original Broadway Cast of Hamilton,
All I Wanna Do___Martin Jensen,
Someday___Kygo,
Love Is Bigger Than Anything In Its Way___U2,
I Love You___Axwell /\ Ingrosso,
Nights Like That (feat. Georgia Ku)___BUNT.,
Your Lie In April But It's Lofi___soukaアイ,
You're the One for Me - Digital Farm Animals Remix___Great Good Fine Ok,
Look at the Sky___Porter Robinson,
Shingeki Gt 20130218 Kyojin___Hiroyuki Sawano,
Working Man___Imagine Dragons,
Wait for You (feat. Zoe Wees)___Tom Walker,
Beast (All as One)___Dimitri Vegas & Like Mike,
Forever Dumb___Surf Curse,
From Finner___Of Monsters and Men,
The Flower Garden___Joe Hisaishi,
Feel So Close - Radio Edit___Calvin Harris,
On the Run___Timecop1983,
if we never met___John K,
bossa uh___potsu,
Untitled___Eminem,
Epsilon - Original Mix___Kygo,
No Good in Goodbye___The Script,
Til the Right One Comes___John Mayer,
Lean On Me___Sandro Cavazza,
Chocolate___The 1975,
Is Qadar___Tulsi Kumar,
Let's Hurt Tonight___OneRepublic,
New Girl___FINNEAS,
Dreaming___VHS Collection,
Born To Be My Baby___Bon Jovi,
Thnks fr th Mmrs___Fall Out Boy,
Sacrifice___The Weeknd,
LA On A Saturday Night - James Carter Remix___Hearts & Colors,
Astronomia___Vicetone,
Once In A Lifetime - Single Version___The Night Game,
Better___Parachute,
I Bet My Life___Imagine Dragons,
The Kill___Thirty Seconds To Mars,
BIG SHOT___The Lumineers,
Daisy___Zedd,
Looking Up___John De Sohn,
Machines Are People Too___B 3 N B i,
Kaise Mujhe___Benny Dayal,
How Deep Is Your Love___Bee Gees,
Born To Be Yours___Kygo,
Riding Shotgun (feat. Bonnie McKee) - Ryan Riback Remix___Kygo,
In My Mind___Dynoro,
All I Want___Kodaline,
Slow Dancing in a Burning Room___John Mayer,
Sun Is Shining___Axwell /\ Ingrosso,
First Time (feat. iann dior) - Kayzo Remix___ILLENIUM,
Hymn for the Weekend___Coldplay,
Scared to Be Lonely - Acoustic Version___Martin Garrix,
Children___Robert Miles,
goodbye___Billie Eilish,
Psycho - Remix___Ranji,
Carry Me (feat. Julia Michaels)___Kygo,
U & Us___Quinn XCII,
Where Have You Gone (Anywhere)___Lucas & Steve,
Oasis___A Great Big World,
Nandemonaiya - movie ver.___RADWIMPS,
Tremor - Sensation 2014 Anthem; Radio Edit___Dimitri Vegas & Like Mike,
Walk Alone___The Him,
Now___Landon Austin,
Learning To Fly___Sheppard,
R U Mine?___Arctic Monkeys,
Corpus Christi___Kevin Abstract,
Nandemonaiya - movie edit.___RADWIMPS,
Ça plane pour moi___Plastic Bertrand,
The Hum Radio Edit___Dimitri Vegas & Like Mike,
Let Me Love You___DJ Snake,
Rise of Shyam___Mickey J. Meyer,
The Miracle (Of Joey Ramone)___U2,
Youuu___COIN,
Almost Famous___Eminem,
Only Us___Kygo,
Hey Brother___Avicii,
Wish You Were Here (feat. Wink XY)___Vicetone,
Sinner___Andy Grammer,
Afterlight___The Light the Heat,
Eastside (with Halsey & Khalid) - Acoustic___benny blanco,
Love Story (Taylor’s Version)___Taylor Swift,
Make Us Never Happen___SHY Martin,
Seven Seas___Echo & the Bunnymen,
Storulvån___Ström,
Hidden Spirit___Henry And The Waiter,
Renegade Music___Papa Roach,
One Call Away___Charlie Puth,
Shining In The Sky___Kokei,
I Can't Stand It___VHS Collection,
Running All Night___The Score,
We Are... (feat. MØ)___Noah Cyrus,
Out of My Hands___SHY Martin,
Gurenge (Demon Slayer)___Kato,
Bad Bitches (feat. Megan Thee Stallion)___Marshmello,
If I Lose Myself - Alesso vs OneRepublic___OneRepublic,
Home___Phillip Phillips,
Spectrum___Zedd,
Plc.4 Mie Hæd (Amp Live Reanimation) [feat. Zion]___Linkin Park,
The Unforgiven III___Metallica,
Can We Go Back Home - Alternate Version___A Great Big World,
200-400HZ White Noise___Scientists of Noise,
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) - AJR Remix___Rudimental",
Baby Blue___Dylan Conrique,
Middle of the Mountain___Adam Kneale,
Try Me___The Weeknd,
Voldemort___With Confidence,
White Noise - Highway Buzz___Ziem,
ocean eyes___Billie Eilish,
Ready___WiDE AWAKE,
16 Steps___Martin Jensen,
"Sugar, You___Oh Honey",
Coming Home___Sheppard,
Settle Down___The 1975,
Spit Out The Bone___Metallica,
champagne problems___Taylor Swift,
If You Could See Me Now___The Script,
Energy___Matter and Energy,
Get Low___Dillon Francis,
Zutto Miteta___Lars Sorensen,
Le Crocodile___Fiin,
Pranavalaya___Anurag Kulkarni,
Alors on danse - Radio Edit___Stromae,
The Deepest Well___Lionheart,
After the Rain___Jordy Chandra,
Kids___OneRepublic,
Could Have Been Me___The Struts,
Wahin Ka Wahin___Lifafa,
Up___Olly Murs,
